total_base,presentes_dia1,presentes_dia2,presentes_ambos,somente_primeiro_ausente_segundo,somente_segundo_ausente_primeiro,ausentes_ambos,demais_situacoes,retencao_percentual,retencao_denominador,diferenca_liquida_dia2_menos_dia1,presente_dia1_sem_presenca_completa_dia2,presente_dia2_sem_presenca_completa_dia1,pct_presentes_ambos_base,pct_somente_primeiro_ausente_segundo_base,pct_somente_segundo_ausente_primeiro_base,pct_ausentes_ambos_base,pct_demais_situacoes_base
4810772,3457555,3260336,3244348,211292,15146,1332913,7073,93.83359049964498,3457555,-197219,213207,15988,67.43923844239552,4.392060151676279,0.31483512417549614,27.70684206193933,0.14702421981336883
