n,zeros,media,minimo_observado,maximo_observado,q1,mediana,q3,total_base,sem_nota,pct_com_nota_base
3457555,211859,580.8038165698015,0.0,1000.0,480.0,600.0,720.0,4810772,1353217,71.87110509498268
